"sp","x","y"
"Vittaria_lineata",-36.026632,-8.355565
"Vittaria_lineata",-34.950522,-7.810665
"Vittaria_lineata",-34.949997,-8.00837
"Vittaria_lineata",-34.978479,-8.043289
"Vittaria_lineata",-35.410025,-8.697033
"Vittaria_lineata",-35.0697,-8.2272
"Vittaria_lineata",-34.980653,-8.091551
"Vittaria_lineata",-35.838611,-8.723055
"Vittaria_lineata",-35.856236,-8.694218
"Vittaria_lineata",-35.5,-7.583333
"Vittaria_lineata",-35.377421,-7.606449
"Vittaria_lineata",-35.2691667,-6.3847222
"Vittaria_lineata",-36.421278,-9.244248
"Vittaria_lineata",-36.065155,-8.973738
"Vittaria_lineata",-35.954701,-9.18449
"Vittaria_lineata",-36.402219,-9.620528
"Vittaria_lineata",-38.910877,-4.305363
"Vittaria_lineata",-38.716666,-3.900058
"Vittaria_lineata",-38.633164,-3.983761
"Vittaria_lineata",-38.750116,-3.683493
"Vittaria_lineata",-35.691389,-6.963333
"Vittaria_lineata",-35.558223,-6.779224
"Vittaria_lineata",-34.861185,-7.146738
"Vittaria_lineata",-35.142056,-6.741861
"Vittaria_lineata",-35.153053,-7.041188
